Time_Period,Clock,A0_Discharge_kW,A0_Discharge_cum_kWh,A0_Work_kW,A0_CEV1_Activity,A0_MCS_Status,A1S_Discharge_kW,A1S_Discharge_cum_kWh,A1S_Work_kW,A1S_CEV1_Activity,A1S_MCS_Status,A2S_Discharge_kW,A2S_Discharge_cum_kWh,A2S_Work_kW,A2S_CEV1_Activity,A2S_MCS_Status,A1R_Discharge_kW,A1R_Discharge_cum_kWh,A1R_Work_kW,A1R_CEV1_Activity,A1R_MCS_Status,A2R_Discharge_kW,A2R_Discharge_cum_kWh,A2R_Work_kW,A2R_CEV1_Activity,A2R_MCS_Status,A1S_minus_A0_cum_kWh,A2S_minus_A0_cum_kWh,A1R_minus_A0_cum_kWh,A2R_minus_A0_cum_kWh
74,02:15,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,23.63595079097037,0.0,Idle,Charging (grid),0.0,23.635950790970387,0.0,Idle,Charging (grid),0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),-0.1895492090296358,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
75,02:30,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,23.63595079097037,0.0,Idle,Charging (grid),0.0,23.635950790970387,0.0,Idle,Charging (grid),0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),-0.1895492090296358,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
76,02:45,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,23.63595079097037,0.0,Idle,Charging (grid),0.0,23.635950790970387,0.0,Idle,Charging (grid),0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),-0.1895492090296358,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
77,03:00,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,23.63595079097037,0.0,Idle,Charging (grid),0.0,23.635950790970387,0.0,Idle,Charging (grid),0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),-0.1895492090296358,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
78,03:15,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,23.63595079097037,0.0,Idle,Charging (grid),0.0,23.635950790970387,0.0,Idle,Charging (grid),0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),-0.1895492090296358,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
79,03:30,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,23.63595079097037,0.0,Idle,Charging (grid),0.0,23.635950790970387,0.0,Idle,Charging (grid),0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),-0.1895492090296358,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
80,03:45,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,23.63595079097037,0.0,Idle,Charging (grid),0.0,23.635950790970387,0.0,Idle,Charging (grid),0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),-0.1895492090296358,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
81,04:00,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,23.63595079097037,0.0,Idle,Charging (grid),0.0,23.635950790970387,0.0,Idle,Charging (grid),0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),-0.1895492090296358,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
82,04:15,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,23.63595079097037,0.0,Idle,Charging (grid),0.0,23.635950790970387,0.0,Idle,Charging (grid),0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),-0.1895492090296358,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
83,04:30,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,23.63595079097037,0.0,Idle,Charging (grid),0.0,23.635950790970387,0.0,Idle,Charging (grid),0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),-0.1895492090296358,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
84,04:45,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,23.63595079097037,0.0,Idle,Charging (grid),0.0,23.635950790970387,0.0,Idle,Charging (grid),0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),-0.1895492090296358,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
85,05:00,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,23.63595079097037,0.0,Idle,Charging (grid),0.0,23.635950790970387,0.0,Idle,Charging (grid),0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),-0.1895492090296358,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
86,05:15,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,23.63595079097037,0.0,Idle,Charging (grid),0.0,23.635950790970387,0.0,Idle,Charging (grid),0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),-0.1895492090296358,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
87,05:30,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,23.63595079097037,0.0,Idle,Charging (grid),0.0,23.635950790970387,0.0,Idle,Charging (grid),0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),-0.1895492090296358,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
88,05:45,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,23.63595079097037,0.0,Idle,Charging (grid),0.0,23.635950790970387,0.0,Idle,Charging (grid),0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),-0.1895492090296358,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
89,06:00,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,23.63595079097037,0.0,Idle,Charging (grid),0.0,23.635950790970387,0.0,Idle,Charging (grid),0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),-0.1895492090296358,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
90,06:15,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,23.63595079097037,0.0,Idle,Charging (grid),0.0,23.635950790970387,0.0,Idle,Charging (grid),0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),-0.1895492090296358,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
91,06:30,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,23.63595079097037,0.0,Idle,Charging (grid),0.0,23.635950790970387,0.0,Idle,Charging (grid),0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),-0.1895492090296358,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
92,06:45,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,23.63595079097037,0.0,Idle,Charging (grid),0.0,23.635950790970387,0.0,Idle,Charging (grid),0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),-0.1895492090296358,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
93,07:00,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,23.63595079097037,0.0,Idle,Charging (grid),0.0,23.635950790970387,0.0,Idle,Charging (grid),0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),-0.1895492090296358,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
94,07:15,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,23.63595079097037,0.0,Idle,Charging (grid),0.0,23.635950790970387,0.0,Idle,Charging (grid),0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),-0.1895492090296358,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
95,07:30,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,23.63595079097037,0.0,Idle,Charging (grid),0.0,23.635950790970387,0.0,Idle,Charging (grid),0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),-0.1895492090296358,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
96,07:45,0.0,23.825500000000005,0.0,Idle,Charging (grid),0.0,23.63595079097037,0.0,Idle,Charging (grid),0.0,23.635950790970387,0.0,Idle,Charging (grid),0.0,22.794482446664276,0.0,Idle,Charging (grid),0.0,23.63595079097036,0.0,Idle,Charging (grid),-0.1895492090296358,-0.18954920902961803,-1.0310175533357295,-0.18954920902964645
