day,gstep,k,clock,price,co2,grid_kW,dch_kW,work_kW,soe_mcs,soe_cev1,soe_cev2,mcs_node,est_dig,est_load,est_trv,est_idle,unc_dig,unc_load,unc_trv,unc_idle,n_obs
2,69,29,D2 15:00,0.387,0.125497949,0.0,0.0,3.16,226.48513156904627,8.355313946317558,NaN,2,4.786200474262003,3.0810036474207156,4.7270635316741645,0.029954863275115443,0.05502578684228663,0.0917013666731728,0.10683444405102309,0.020713092362753836,69
2,70,30,D2 15:15,0.387,0.132440012,0.0,0.0,3.16,226.48513156904627,7.565313946317558,NaN,2,4.786200474262003,3.0810036474207156,4.7270635316741645,0.029954863275115443,0.05502578684228663,0.0917013666731728,0.10683444405102309,0.020713092362753836,70
2,71,31,D2 15:30,0.387,0.128745287,0.0,0.0,3.16,226.48513156904627,6.775313946317558,NaN,2,4.786200474262003,3.0810036474207156,4.7270635316741645,0.029954863275115443,0.05502578684228663,0.0917013666731728,0.10683444405102309,0.020713092362753836,71
2,72,32,D2 15:45,0.387,0.12752758,0.0,0.0,4.79,226.48513156904627,5.5778139463175584,NaN,2,4.771049046216044,3.0649759268083896,4.695996783499078,0.029579887918424485,0.04892967462971632,0.07383279998624384,0.10549662045283391,0.020477236957270363,72
2,73,33,D2 16:00,0.627,0.130457634,0.0,0.0,4.71,226.48513156904627,4.400313946317558,NaN,2,4.771049046216044,3.0649759268083896,4.695996783499078,0.029579887918424485,0.04892967462971632,0.07383279998624384,0.10549662045283391,0.020477236957270363,73
2,74,34,D2 16:15,0.627,0.129548016,0.0,0.0,3.16,226.48513156904627,3.610313946317558,NaN,2,4.771049046216044,3.0649759268083896,4.695996783499078,0.029579887918424485,0.04892967462971632,0.07383279998624384,0.10549662045283391,0.020477236957270363,74
2,75,35,D2 16:30,0.627,0.132261205,0.0,4.848598942765246,0.0,225.2091844788449,4.82246368200887,NaN,2,4.771049046216044,3.0649759268083896,4.695996783499078,0.029579887918424485,0.04892967462971632,0.07383279998624384,0.10549662045283391,0.020477236957270363,75
2,76,36,D2 16:45,0.627,0.134973404,0.0,0.0,3.16,225.2091844788449,4.03246368200887,NaN,2,4.771049046216044,3.0649759268083896,4.695996783499078,0.029579887918424485,0.04892967462971632,0.07383279998624384,0.10549662045283391,0.020477236957270363,76
2,77,37,D2 17:00,0.627,0.14154539,0.0,6.703213606728177,0.0,223.44518089812695,5.708267083690914,NaN,2,4.771049046216044,3.0649759268083896,4.695996783499078,0.029579887918424485,0.04892967462971632,0.07383279998624384,0.10549662045283391,0.020477236957270363,77
2,78,38,D2 17:15,0.627,0.160302751,0.0,7.836024973024555,0.0,221.3830690631205,7.667273326947052,NaN,2,4.771049046216044,3.0649759268083896,4.695996783499078,0.029579887918424485,0.04892967462971632,0.07383279998624384,0.10549662045283391,0.020477236957270363,78
2,79,39,D2 17:30,0.627,0.166092752,0.0,0.0,0.0,218.8830690631205,7.667273326947052,NaN,0,4.771049046216044,3.0649759268083896,4.695996783499078,0.029579887918424485,0.04892967462971632,0.07383279998624384,0.10549662045283391,0.020477236957270363,79
2,80,40,D2 17:45,0.627,0.162902898,0.0,0.0,0.0,218.8830690631205,7.667273326947052,NaN,1,4.7758281421633315,3.0787200796459073,4.716764370075895,0.026832749381132254,0.04315126498228462,0.06597085997293987,0.08467106637045099,0.019835982365009774,80
